0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 59, 61
0, 64, 65
0, 55, 57
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 0
0, 0, 5
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 5
0, 0, 0
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
47, 0, 1
45, 4, 0
45, 4, 0
60, 0, 11
52, 0, 4
47, 0, 1
83, 7, 0
143, 13, 0
153, 14, 0
155, 14, 0
143, 13, 0
143, 13, 0
145, 13, 0
143, 13, 0
145, 13, 0
145, 13, 0
145, 13, 0
22, 4, 35
21, 0, 33
22, 4, 35
22, 4, 35
22, 4, 35
21, 0, 33
24, 5, 32
19, 1, 26
19, 1, 26
22, 4, 35
20, 5, 27
22, 4, 35
29, 8, 37
12, 0, 23
12, 0, 23
12, 0, 23
12, 0, 23
19, 1, 26
19, 1, 26
195, 160, 23
193, 157, 24
195, 160, 23
194, 158, 21
195, 160, 23
196, 160, 23
73, 63, 21
73, 63, 21
73, 63, 21
73, 63, 21
75, 63, 20
76, 63, 23
33, 25, 28
51, 28, 56
53, 36, 61
50, 29, 60
36, 17, 44
36, 17, 44
37, 17, 40
36, 17, 44
37, 17, 40
37, 17, 40
0, 55, 57
0, 59, 59
0, 59, 59
0, 63, 63
0, 59, 61
0, 50, 53
0, 50, 54
0, 50, 54
0, 55, 57
0, 56, 159
0, 56, 159
0, 51, 158
0, 51, 158
0, 62, 161
0, 51, 158
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 10
0, 0, 5
0, 0, 10
0, 0, 10
0, 0, 10
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
6, 0, 11
6, 0, 11
7, 0, 18
6, 0, 11
7, 0, 18
7, 0, 18
0, 0, 0
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
201, 165, 25
198, 162, 26
201, 165, 25
201, 165, 25
201, 165, 25
59, 50, 10
60, 48, 9
59, 50, 10
60, 48, 9
61, 50, 10
59, 50, 10
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
140, 13, 0
115, 10, 0
113, 10, 0
113, 10, 0
113, 10, 0
113, 10, 0
115, 10, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 5
0, 45, 48
0, 41, 46
0, 45, 48
0, 41, 46
0, 45, 48
0, 45, 48
0, 45, 48
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
130, 12, 0
128, 12, 0
128, 12, 0
128, 12, 0
128, 12, 0
130, 12, 0
128, 12, 0
35, 12, 43
32, 13, 46
35, 12, 43
35, 12, 43
36, 17, 44
7, 0, 18
11, 0, 16
11, 0, 16
11, 0, 16
12, 0, 23
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 10
0, 0, 5
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
